alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_record_id,crash_type,damage,date_police_notified,device_condition,first_crash_type,hit_and_run_i,injuries_fatal,injuries_incapacitating,injuries_no_indication,injuries_non_incapacitating,injuries_reported_not_evident,injuries_total,injuries_unknown,latitude,lighting_condition,longitude,most_severe_injury,num_units,posted_speed_limit,prim_contributory_cause,report_type,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_name,street_no,traffic_control_device,trafficway_type,weather_condition,intersection_related_i,crash_date_est_i,private_property_i,statements_taken_i,photos_taken_i,work_zone_i,veh_count,ppl_count,location_json,veh_first_contact_point_list_json,veh_maneuver_list_json,veh_towed_i_list_json,veh_travel_direction_list_json,veh_unit_type_list_json,veh_vehicle_defect_list_json,veh_vehicle_use_list_json,veh_vehicle_year_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_ejection_list_json,ppl_injury_classification_list_json,ppl_person_type_list_json,ppl_safety_equipment_list_json,ppl_sex_list_json,ppl_seat_no_list_json
STRAIGHT AND LEVEL,823,2025-09-24T15:00:00.000,4,15,9,4213e3405c910c5842d723674c17c7084e92eebb5e53fe63cf59b874bbd950d7cdb8700395c370bcfcfb7fcba3dcb35e395343895c2ca26cb2740179e0c84f46,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-24T15:20:00.000,NO CONTROLS,ANGLE,N,0,0,1,0,1,1,0,41.778987189,DAYLIGHT,-87.7088638153,"REPORTED, NOT EVIDENT",2,30,FAILING TO YIELD RIGHT-OF-WAY,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,W,63RD ST,3420,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.708863815297, 41.778987188969], ""type"": ""Point""}","[""SIDE-RIGHT""]","[""STRAIGHT AHEAD""]",[],"[""N"", ""W""]","[""DRIVER""]","[""NONE""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2004"", ""2011""]",[],"[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""REPORTED, NOT EVIDENT""]","[""DRIVER""]","[""SAFETY BELT NOT USED""]","[""M""]",[]
STRAIGHT AND LEVEL,1531,2025-09-24T15:00:00.000,4,15,9,7e0002934bf8d3b7126f3154112eb14a6d9767030728d14a51e00839d5979512fdae7bc1c46516722848d9acf12e3368f9a22c7f4e88c98419e6c8212aac3f61,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-09-24T16:15:00.000,NO CONTROLS,REAR END,,0,0,2,0,0,0,0,41.8965893918,DAYLIGHT,-87.7459930095,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,N,CICERO AVE,850,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.745993009463, 41.896589391839], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""STRAIGHT AHEAD""]",[],"[""N""]","[""DRIVER""]","[""UNKNOWN""]","[""OTHER"", ""PERSONAL""]","[""2008"", ""2016""]","[""26"", ""28""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""M""]",[]
STRAIGHT AND LEVEL,932,2025-09-24T15:02:00.000,4,15,9,4e2581a5d2f560db7923a8d59e3408c0f94775d598e0d88aaa8ccc04193f09176ebc7aaf9c855c805f611d3f08a8b11299dcd2137fc476811d2937f160f90d32,NO INJURY / DRIVE AWAY,$500 OR LESS,2025-09-24T15:20:00.000,FUNCTIONING PROPERLY,REAR END,Y,0,0,3,0,0,0,0,41.8011638502,DAYLIGHT,-87.6722189816,NO INDICATION OF INJURY,3,30,FAILING TO REDUCE SPEED TO AVOID CRASH,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,S,WOLCOTT AVE,5100,STOP SIGN/FLASHER,T-INTERSECTION,CLEAR,Y,,,,,,3,3,"{""coordinates"": [-87.672218981618, 41.801163850203], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""SLOW/STOP IN TRAFFIC"", ""UNKNOWN/NA""]",[],"[""E""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2007"", ""2021""]","[""24"", ""29""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,1614,2025-09-24T15:05:00.000,4,15,9,7c9dde5e784b85292b51d6381b627a8d386c44da32f63959b4ab704927d2799aaac13eae92037869cb1d99dce8ca2e359945314b792dbf3dbd50d468f9dad5e7,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T16:05:00.000,NO CONTROLS,REAR TO REAR,,0,0,2,0,0,0,0,41.9811887783,DAYLIGHT,-87.8385208901,NO INDICATION OF INJURY,2,25,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,UNABLE TO DETERMINE,W,BRYN MAWR AVE,8444,NO CONTROLS,DIVIDED - W/MEDIAN BARRIER,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.83852089009, 41.981188778269], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER"", ""REAR-LEFT-CORNER""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]",[],"[""E"", ""W""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2014"", ""2019""]","[""20"", ""27""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,413,2025-09-24T15:09:00.000,4,15,9,4114b89efe7c7c286d783a93e8cdd5e060d18d20275b20de20f940f0530b9369e3dd59f0f3ff91aeeac8c19cae5047a5668d8e8e0629d1ddc5c630ce64988254,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T15:55:00.000,UNKNOWN,SIDESWIPE SAME DIRECTION,,0,0,2,0,0,0,0,41.7258881,DAYLIGHT,-87.5855587858,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),UNKNOWN,UNKNOWN,UNABLE TO DETERMINE,S,STONY ISLAND AVE,9300,TRAFFIC SIGNAL,FOUR WAY,CLEAR,Y,,,,,,2,2,"{""coordinates"": [-87.585558785787, 41.725888099989], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT""]","[""STRAIGHT AHEAD""]",[],"[""N""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL""]","[""2004"", ""2023""]","[""27""]","[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,1122,2025-09-24T15:09:00.000,4,15,9,b3cd7cb84c2fcd2af53e4545290a89e0a60335e903ffaf656ec09e1442ee146f4a1c3def54b0c74b6d380508ea6368e17d024e858d9d5aff8e4ca1c017bb2cde,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T16:08:00.000,NO CONTROLS,FIXED OBJECT,,0,0,1,0,0,0,0,41.8808651559,DAYLIGHT,-87.7233759678,NO INDICATION OF INJURY,1,15,NOT APPLICABLE,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,W,MADISON ST,3900,NO CONTROLS,PARKING LOT,CLEAR,,,,,,,1,1,"{""coordinates"": [-87.723375967751, 41.880865155904], ""type"": ""Point""}","[""UNDER CARRIAGE""]","[""AVOIDING VEHICLES/OBJECTS""]",[],"[""N""]","[""DRIVER""]","[""NONE""]","[""PERSONAL""]","[""2025""]","[""45""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""M""]",[]
STRAIGHT AND LEVEL,714,2025-09-24T15:10:00.000,4,15,9,84ffcefdd267155d006174fe0582f823baadfa54ed54b0cd398042ca9fbc9a260da6a5373eb4dbb1840d9d020474e0415a1cd5afb3189e99b99ad0b3528829ee,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-24T15:12:00.000,NO CONTROLS,REAR END,,0,0,3,0,0,0,0,41.7850687355,DAYLIGHT,-87.6739104898,NO INDICATION OF INJURY,2,30,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,S,DAMEN AVE,5953,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,3,"{""coordinates"": [-87.673910489848, 41.78506873552], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""REAR""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""Y""]","[""S""]","[""DRIVER""]","[""NONE""]","[""PERSONAL""]","[""2015"", ""2022""]","[""19"", ""39"", ""47""]","[""DEPLOYED, COMBINATION"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT USED""]","[""F"", ""M""]","[""3""]"
STRAIGHT AND LEVEL,114,2025-09-24T15:11:00.000,4,15,9,3ca43d1bf1d1866966d205e291d98967adbb68290b64c0b86ce3f6f6f04a23627fb17d9b5892103e010a5d0cde80c1d57769fd72ef7e17856458d1e12b088184,NO INJURY / DRIVE AWAY,$500 OR LESS,2025-09-24T15:12:00.000,UNKNOWN,PARKED MOTOR VEHICLE,,0,0,1,0,0,0,0,41.8843598552,DAYLIGHT,-87.6244448142,NO INDICATION OF INJURY,2,25,UNABLE TO DETERMINE,ON SCENE,UNKNOWN,DRY,UNABLE TO DETERMINE,E,RANDOLPH ST,101,UNKNOWN,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,,,,,,,2,1,"{""coordinates"": [-87.624444814212, 41.884359855242], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER"", ""REAR-LEFT-CORNER""]","[""PARKED"", ""TURNING RIGHT""]",[],"[""E"", ""NE""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""CTA"", ""TAXI/FOR HIRE""]","[""2013""]","[""27""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""F""]",[]
STRAIGHT AND LEVEL,224,2025-09-24T15:13:00.000,4,15,9,0859eb70f230f95c800160645d8d9ec592135e755928b01e87dc2f8f62125e5f494b8a8e0bbdf9e87c9f97baa0e0a4aa0a73b70d3af9aa1d232e7025f95b9e0d,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-24T15:17:00.000,FUNCTIONING PROPERLY,ANGLE,,0,0,2,1,0,1,0,41.8057631166,DAYLIGHT,-87.6209749022,NONINCAPACITATING INJURY,2,30,DISREGARDING TRAFFIC SIGNALS,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,S,INDIANA AVE,4899,TRAFFIC SIGNAL,NOT DIVIDED,CLEAR,Y,,,,,,2,3,"{""coordinates"": [-87.620974902164, 41.805763116598], ""type"": ""Point""}","[""FRONT""]","[""STRAIGHT AHEAD""]","[""Y""]","[""E"", ""N""]","[""DRIVER""]","[""NONE""]","[""PERSONAL""]","[""2017"", ""2026""]","[""31"", ""45"", ""54""]","[""DEPLOYED, COMBINATION""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT USED""]","[""F""]","[""2""]"
STRAIGHT AND LEVEL,1214,2025-09-24T15:14:00.000,4,15,9,cb547a7dec6d2ccb956e44a5ad252b7f3a4dff87ae1ac29c049f5716fe27b04b28efe11b6979e27f0f0b9731e678974c60fc0330d3722bb244afe8ae02bfce61,INJURY AND / OR TOW DUE TO CRASH,"$501 - $1,500",2025-09-24T15:14:00.000,UNKNOWN,TURNING,Y,0,0,2,1,0,1,0,41.8957962445,DAYLIGHT,-87.6549535956,NONINCAPACITATING INJURY,2,30,FOLLOWING TOO CLOSELY,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,N,MILWAUKEE AVE,770,UNKNOWN,FOUR WAY,CLEAR,Y,,,,,,2,3,"{""coordinates"": [-87.654953595644, 41.895796244484], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER"", ""REAR""]","[""TURNING LEFT""]",[],"[""NE""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""UNKNOWN/NA""]","[""2021"", ""2022""]","[""24"", ""37""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""DRIVER"", ""PASSENGER""]","[""USAGE UNKNOWN""]","[""M""]","[""3""]"
STRAIGHT AND LEVEL,1712,2025-09-24T15:20:00.000,4,15,9,3430785338dcfc5023beecf778808a5e127251f4057c58a486b944a09a44298b26ef78283225d1ef3b676d596f37d71e5fca253df353cac909186a5605e679e6,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T15:24:00.000,NO CONTROLS,SIDESWIPE SAME DIRECTION,,0,0,3,0,0,0,0,41.9816326236,DAYLIGHT,-87.7086788233,NO INDICATION OF INJURY,2,30,IMPROPER LANE USAGE,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,N,KEDZIE AVE,5511,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,3,"{""coordinates"": [-87.708678823267, 41.98163262363], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""OTHER"", ""STRAIGHT AHEAD""]",[],"[""N""]","[""DRIVER""]","[""UNKNOWN""]","[""CTA"", ""PERSONAL""]","[""2018"", ""2024""]","[""29"", ""78""]","[""DEPLOYMENT UNKNOWN""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""USAGE UNKNOWN""]","[""M""]","[""3""]"
STRAIGHT AND LEVEL,811,2025-09-24T15:20:00.000,4,15,9,c25c4e10c513cfac9bc7abfa13f438dc132b2413d0387dfdf2158c3cd8eb6969467c6e2aa9601c5db9e9f2a271a5af9cc86a9fab8c1b04b2357a7e2a3ef76f4d,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-24T15:40:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,,0,0,1,0,0,0,0,41.7880070962,DAYLIGHT,-87.7708140367,NO INDICATION OF INJURY,3,25,PHYSICAL CONDITION OF DRIVER,ON SCENE,UNKNOWN,DRY,PHYSICAL CONDITION OF DRIVER,S,MASON AVE,5728,NO CONTROLS,ONE-WAY,CLEAR,,,,,,,3,1,"{""coordinates"": [-87.770814036738, 41.788007096241], ""type"": ""Point""}","[""REAR-LEFT-CORNER"", ""SIDE-LEFT"", ""SIDE-RIGHT-FRONT""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""Y""]","[""S"", ""UNKNOWN""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""PERSONAL""]","[""2014"", ""2018"", ""2022""]","[""46""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""M""]",[]
STRAIGHT AND LEVEL,811,2025-09-24T15:21:00.000,4,15,9,3cc720619da1cd856ec5868287d630028d7ed5f30647d8eaa74de2efb514b697c4aa3cfc10b9adb44744bce924430c8f24ffdf20c8f703d52f9b92d8a49289b9,NO INJURY / DRIVE AWAY,$500 OR LESS,2025-09-24T15:21:00.000,FUNCTIONING PROPERLY,PEDALCYCLIST,,0,0,3,0,0,0,0,41.7907697352,DAYLIGHT,-87.774374809,NO INDICATION OF INJURY,2,25,FAILING TO REDUCE SPEED TO AVOID CRASH,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,W,56TH ST,6098,STOP SIGN/FLASHER,NOT DIVIDED,CLEAR,,,,,,,2,3,"{""coordinates"": [-87.77437480896, 41.790769735184], ""type"": ""Point""}","[""SIDE-RIGHT""]","[""SLOW/STOP IN TRAFFIC""]",[],"[""W""]","[""BICYCLE"", ""DRIVER""]","[""NONE""]","[""POLICE""]","[""2024""]","[""29"", ""41"", ""45""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""BICYCLE"", ""DRIVER"", ""PASSENGER""]","[""HELMET NOT USED"", ""SAFETY BELT USED""]","[""M""]","[""3""]"
STRAIGHT AND LEVEL,815,2025-09-24T15:23:00.000,4,15,9,c4e2396fa8d3f4635480b28c5964b224546ccd32fdf5068474162d86fb6e6f49183582117b634aae5879df80ace70279d4964801da294d7692657fc97c90cf02,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-24T15:39:00.000,FUNCTIONING PROPERLY,ANGLE,,0,0,3,2,0,2,0,41.8058924065,DAYLIGHT,-87.7429617024,NONINCAPACITATING INJURY,2,30,FAILING TO YIELD RIGHT-OF-WAY,ON SCENE,UNKNOWN,DRY,NOT APPLICABLE,S,CICERO AVE,4789,TRAFFIC SIGNAL,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,,,,,,,2,5,"{""coordinates"": [-87.742961702353, 41.805892406451], ""type"": ""Point""}","[""FRONT"", ""SIDE-RIGHT""]","[""STRAIGHT AHEAD""]","[""N"", ""Y""]","[""E"", ""N""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL""]","[""2008"", ""2014""]","[""13"", ""47"", ""56""]","[""DEPLOYED, COMBINATION"", ""DEPLOYED, SIDE""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""DRIVER"", ""PASSENGER""]","[""NONE PRESENT"", ""SAFETY BELT USED""]","[""F"", ""M""]","[""3"", ""4""]"
STRAIGHT AND LEVEL,633,2025-09-24T15:25:00.000,4,15,9,3ea649228a14f34db4bece4e8766cbc140c26b5f41126384390bf7c83f37d2afcba1cb565ea0bdb767947ac4c1e2538ec629264de438f659392aed879f909808,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-24T15:56:00.000,UNKNOWN,SIDESWIPE SAME DIRECTION,,0,0,1,0,1,1,0,41.7221546496,DAYLIGHT,-87.6046013499,"REPORTED, NOT EVIDENT",2,30,IMPROPER OVERTAKING/PASSING,ON SCENE,UNKNOWN,DRY,NOT APPLICABLE,E,95TH ST,798,UNKNOWN,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.604601349903, 41.722154649553], ""type"": ""Point""}","[""UNKNOWN""]","[""OTHER""]","[""Y""]","[""W""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL""]",[],"[""54"", ""74""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""REPORTED, NOT EVIDENT""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,1812,2025-09-24T15:25:00.000,4,15,9,d2963057beb7e4517aa3ce51bc0f8332c42108098591d1ea526e9abe67400d261791c54204db763d682946405ace454b0f0185c34dc84d958709abfacf66a7b0,NO INJURY / DRIVE AWAY,$500 OR LESS,2025-09-24T15:31:00.000,UNKNOWN,REAR END,,0,0,2,0,0,0,0,41.9182889665,DAYLIGHT,-87.6485713467,NO INDICATION OF INJURY,2,30,FOLLOWING TOO CLOSELY,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,W,ARMITAGE AVE,800,UNKNOWN,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.648571346722, 41.918288966518], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""STRAIGHT AHEAD""]",[],"[""W""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL""]","[""2008"", ""2014""]","[""53""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M"", ""X""]",[]
STRAIGHT AND LEVEL,1621,2025-09-24T15:30:00.000,4,15,9,2f82e75ae88a872fd252436c9deed51de3ad15b3749dca6978cf74b9b7723b0ff050d4993a984b88b7a9207c29bc4b96af2aff98633bfec938396912574e4429,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-09-24T17:30:00.000,NO CONTROLS,SIDESWIPE SAME DIRECTION,,0,0,2,0,0,0,0,41.9795935502,DAYLIGHT,-87.7585892718,NO INDICATION OF INJURY,2,15,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,UNABLE TO DETERMINE,N,ELSTON AVE,5401,NO CONTROLS,PARKING LOT,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.758589271767, 41.979593550153], ""type"": ""Point""}","[""REAR"", ""UNKNOWN""]","[""BACKING""]",[],"[""W""]","[""DRIVER""]","[""NONE""]","[""PERSONAL""]","[""2017""]","[""0"", ""56""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""M""]",[]
STRAIGHT AND LEVEL,1122,2025-09-24T15:30:00.000,4,15,9,5d659da08664f5a55c1df213217f83d05506cf39a1536832ea11b862d902c44eab6f43c6941b33ed13de314a581dacd439a4ac6fde5c37ab1ce077686ef4da9b,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-09-24T16:00:00.000,FUNCTIONING PROPERLY,REAR END,Y,0,0,2,0,0,0,0,41.8833811582,DAYLIGHT,-87.7156878948,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),UNKNOWN,DRY,NOT APPLICABLE,N,CENTRAL PARK DR,102,TRAFFIC SIGNAL,FOUR WAY,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.715687894834, 41.883381158235], ""type"": ""Point""}","[""FRONT"", ""REAR-LEFT-CORNER""]","[""MERGING"", ""SLOW/STOP IN TRAFFIC""]",[],"[""S""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2006"", ""2013""]","[""44""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""M""]",[]
STRAIGHT AND LEVEL,1031,2025-09-24T15:30:00.000,4,15,9,74c0935855eb116d72e660586cd19b71d6a7d480aac18bc40ceb3f44187db3580ccf0466d6a0794fd2cf61927385e94a4ee493d2a9fe86f9dd5a0e2b8d1b22cb,NO INJURY / DRIVE AWAY,$500 OR LESS,2025-09-24T15:35:00.000,FUNCTIONING PROPERLY,TURNING,Y,0,0,2,0,0,0,0,41.8371006895,DAYLIGHT,-87.7171813067,NO INDICATION OF INJURY,2,30,IMPROPER TURNING/NO SIGNAL,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,S,LAWNDALE AVE,3058,TRAFFIC SIGNAL,FOUR WAY,CLEAR,Y,,,,,,2,2,"{""coordinates"": [-87.717181306728, 41.837100689479], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""SIDE-LEFT""]","[""TURNING RIGHT""]",[],"[""N"", ""S""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""CTA"", ""UNKNOWN/NA""]","[""2008""]","[""36""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,1732,2025-09-24T15:30:00.000,4,15,9,8f863ba37288c7a178c4c9f1b9fff67af1a2dd7ca87699cf193af91d71047881cbfded053aa77642fcad0b96392201dd410d74e87ce996da68d018902c591cc3,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T15:31:00.000,NO CONTROLS,REAR END,,0,0,2,0,0,0,0,41.9536149235,DAYLIGHT,-87.7227687189,NO INDICATION OF INJURY,2,30,FAILING TO REDUCE SPEED TO AVOID CRASH,ON SCENE,NO DEFECTS,DRY,DISTRACTION - FROM OUTSIDE VEHICLE,W,IRVING PARK RD,3801,NO CONTROLS,CENTER TURN LANE,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.722768718858, 41.953614923542], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]",[],"[""E""]","[""DRIVER""]","[""NONE""]","[""PERSONAL"", ""TAXI/FOR HIRE""]","[""2008"", ""2024""]","[""34"", ""59""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""M""]",[]
STRAIGHT AND LEVEL,2223,2025-09-24T15:30:00.000,4,15,9,d1ac2fd4ff49a19d785bbacff31d7b29ba1e70e360c7fa3d5c9eb66dca88213afa4164f12bdf4c60a8c9827e4476d99e36fb4000f119f59bfd10ed8796110041,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T16:30:00.000,NO CONTROLS,SIDESWIPE SAME DIRECTION,Y,0,0,2,0,0,0,0,41.7213650608,DAYLIGHT,-87.6433580423,NO INDICATION OF INJURY,2,30,FOLLOWING TOO CLOSELY,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,S,HALSTED ST,9500,NO CONTROLS,FOUR WAY,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.643358042341, 41.721365060783], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER"", ""NONE""]","[""CHANGING LANES"", ""STRAIGHT AHEAD""]",[],"[""S"", ""SE""]","[""DRIVER""]","[""NONE""]","[""PERSONAL""]","[""2024""]","[""53""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F""]",[]
STRAIGHT AND LEVEL,1532,2025-09-24T15:38:00.000,4,15,9,41663601f7e2570a911a891a4189af342df4374bd80cf41a7bf6ed50e90a048f51d5416f9130d53e7419c6e224a8398d06eb2cd93d658e145aad4d1070502fe9,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-24T15:45:00.000,NO CONTROLS,REAR END,Y,0,0,2,0,0,0,0,41.8896523558,DAYLIGHT,-87.7552594715,NO INDICATION OF INJURY,2,20,FOLLOWING TOO CLOSELY,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,N,LARAMIE AVE,511,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.75525947146, 41.889652355777], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""STRAIGHT AHEAD""]",[],"[""N""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL""]","[""2022""]","[""75""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M""]",[]
